,E,P,P/E,glc,ac,E_Glucose,P_acetate,R/F
44,iEKO11_1354,303.176_PID,0.30231858283856616,-13.85961618772704,11.256742874309701,1.0000009416047886,0.3023188217860909,
45,iECP_1309,303.176_PID,0.3128296964432135,-13.963776368480632,11.643003304779551,1.0000009476587859,0.3128299471819223,
46,iECs_1301,303.176_PID,0.30231858283856444,-13.859616187726967,11.256742874309603,1.000000941604788,0.30231882178608716,
47,iEC1349_Crooks,303.176_PID,0.32614413690718524,-14.025257595307014,12.132272617668505,1.000000350098158,0.3261442053725715,
48,iYL1228,303.176_PID,0.3554271405373174,-13.825620272285008,13.208348249556071,0.9999994665208539,0.35542695092434995,
49,iML1515,303.176_PID,0.5068201162411657,-17.199309044238053,18.77169992447115,0.9999995685090038,0.5068198518358134,
50,iUTI89_1310,303.176_PID,0.3557831171946782,-14.424806924610401,13.22144625708462,1.0000008697211618,0.355783380909686,
51,iECO103_1326,303.176_PID,0.30231858283856416,-13.859616187727013,11.25674287430965,1.0000009416047904,0.3023188217860899,
52,iECO26_1355,303.176_PID,0.3023185828385618,-13.85961618772701,11.256742874309632,1.0000009416047926,0.30231882178608915,
53,iUMN146_1321,303.176_PID,0.31282969644321146,-13.963776368480682,11.643003304779597,1.0000009476587883,0.31282994718192036,
54,iSDY_1059,303.176_PID,0.40503459970498645,-15.327053779879183,15.031311466389493,0.9999996219224208,0.4050344008534454,
55,iECW_1372,303.176_PID,0.30231858283856167,-13.859616187726987,11.256742874309607,1.0000009416047912,0.3023188217860873,
56,iEcDH1_1363,303.176_PID,0.3023185828385648,-13.859616187726965,11.256742874309612,1.0000009416047868,0.3023188217860884,
57,iECS88_1305,303.176_PID,0.3128296964432118,-13.963776368480655,11.643003304779585,1.0000009476587868,0.3128299471819225,
58,iEC1356_Bl21DE3,303.176_PID,0.0037984763379888555,-10.522369011876759,0.2867837255860038,0.9999990431335195,0.003798426986339482,
0,iEcSMS35_1347,303.429_PID,0.3031641142048692,-13.859616187726962,11.256742874309609,1.0000009416047873,0.30316435382068635,
1,iEcolC_1368,303.429_PID,0.3031641142048685,-13.859616187726932,11.256742874309577,1.0000009416047864,0.3031643538206855,
2,iZ_1308,303.429_PID,0.30316411420487005,-13.859616187727028,11.256742874309671,1.0000009416047901,0.30316435382068807,
3,iECED1_1282,303.429_PID,0.3031761454233536,-13.859763039707884,11.256702080162347,1.0000009414707955,0.30316324060374905,
4,iEC1364_W,303.429_PID,0.3286312822881082,-14.054115208621326,12.189988021333349,1.0000003389765666,0.32863134784147546,
5,iJO1366,303.429_PID,0.3566673262862074,-14.42277574956287,13.2173839638202,1.0000008660847266,0.3566675893453707,
6,iLF82_1304,303.429_PID,0.30316411420486933,-13.859616187726974,11.25674287430962,1.0000009416047877,0.30316435382068674,
7,e_coli_core,303.429_PID,0.25220585072648377,-13.722779397467956,9.389361411099959,1.0000007781546276,0.2522060469816336,
8,iJR904,303.429_PID,0.3735303941375711,-14.908910670413054,13.835331329165502,1.0000003761405665,0.37353053463750513,
9,iWFL_1372,303.429_PID,0.30316411420486933,-13.859616187726953,11.256742874309603,1.0000009416047861,0.3031643538206863,
10,iEcHS_1320,303.429_PID,0.35677817936507283,-14.424806924610458,13.221446257084676,1.0000008697211662,0.35677844381764623,
11,iECIAI39_1322,303.429_PID,0.3136943842530746,-13.96124726855141,11.642628051163,1.0000009512335104,0.31369463680472043,
12,iECO111_1330,303.429_PID,0.3031641142048671,-13.859616187726951,11.256742874309573,1.0000009416047908,0.3031643538206854,
13,iB21_1397,303.429_PID,0.011880864601541445,-13.32342983367297,0.582575760440521,0.9999995887927434,0.011880813871141649,
14,iEC1372_W3110,303.429_PID,0.3566698275205054,-14.422598581800022,13.217475625223914,1.0000008663059257,0.35667009066073013,
15,iECIAI1_1343,303.429_PID,0.35795203051200575,-14.446314770202255,13.264462193533713,1.0000008540273488,0.3579522903678693,
16,iAPECO1_1312,303.429_PID,0.3137046255268666,-13.963776368480698,11.64300330477961,1.00000094765879,0.31370487696684834,
17,iECABU_c1320,303.429_PID,0.3031641142048697,-13.85961618772697,11.256742874309621,1.0000009416047864,0.30316435382068674,
18,iBWG_1329,303.429_PID,0.30316411420486933,-13.859616187726974,11.256742874309621,1.0000009416047877,0.30316435382068674,
19,iE2348C_1286,303.429_PID,0.30316411420486805,-13.859616187726958,11.256742874309586,1.0000009416047888,0.3031643538206858,
20,iAF1260,303.429_PID,0.4615865924572443,-16.23117304782746,17.062163908979826,0.9999996225159756,0.4615864182156798,
21,iEC042_1314,303.429_PID,0.30316411420486933,-13.85961618772696,11.25674287430961,1.0000009416047868,0.30316435382068635,
22,iYS1720,303.429_PID,0.40026757256736606,-14.438090783485658,14.815123450617321,1.0000003994262834,0.40026773244475494,
23,iECOK1_1307,303.429_PID,0.31370462552686623,-13.963776368480644,11.643003304779562,1.0000009476587874,0.31370487696684696,
24,STM_v1_0,303.429_PID,0.4297528543295756,-15.08690676822708,15.895607735567562,0.999999600852427,0.4297526827947668,
25,iETEC_1333,303.429_PID,0.3031641142048662,-13.859616187726958,11.25674287430956,1.0000009416047926,0.3031643538206851,
26,iEC55989_1330,303.429_PID,0.3031641142048686,-13.859616187726958,11.256742874309595,1.000000941604788,0.303164353820686,
27,iEC1368_DH5a,303.429_PID,0.356669827520504,-14.422598581800061,13.217475625223964,1.0000008663059334,0.3566700906607314,
28,iECB_1328,303.429_PID,0.30316411420486916,-13.859616187726978,11.25674287430962,1.0000009416047884,0.30316435382068674,
29,iECD_1391,303.429_PID,0.011880864601541455,-13.323429833673012,0.5825757604405232,0.9999995887927474,0.011880813871141711,
30,iG2583_1286,303.429_PID,0.2629896689179249,-13.123513007046292,9.78453723616904,1.0000008976733092,0.2629898591517693,
31,iY75_1357,303.429_PID,0.30316411420487016,-13.859616187726992,11.256742874309644,1.000000941604787,0.3031643538206873,
32,iECNA114_1301,303.429_PID,0.303164114204871,-13.85961618772698,11.256742874309646,1.0000009416047846,0.3031643538206873,
33,iECBD_1354,303.429_PID,0.011880863987891859,-10.619065021108396,0.5825756714419859,0.9999994360254907,0.011880811442492365,
34,iAF1260b,303.429_PID,0.46158659245724354,-16.231173047827458,17.06216390897983,0.9999996225159777,0.46158641821567997,
35,iEcE24377_1341,303.429_PID,0.3031641142048681,-13.85961618772696,11.25674287430959,1.000000941604789,0.30316435382068585,
36,iECSE_1348,303.429_PID,0.303164114204869,-13.859616187726983,11.256742874309621,1.0000009416047888,0.30316435382068674,
37,iECSP_1301,303.429_PID,0.30316411420486955,-13.859616187726997,11.25674287430964,1.0000009416047886,0.3031643538206873,
38,iECH74115_1262,303.429_PID,0.26298966891792513,-13.123513007046302,9.784537236169053,1.0000008976733101,0.2629898591517697,
39,iECSF_1327,303.429_PID,0.30316411420486655,-13.859616187726964,11.256742874309571,1.0000009416047926,0.30316435382068524,
40,iECDH1ME8569_1439,303.429_PID,0.3567781793650743,-14.42480692461041,13.22144625708462,1.0000008697211575,0.3567784438176447,
41,iEC1344_C,303.429_PID,0.35666982758862203,-14.42259850642143,13.217475557922082,1.0000008609657136,0.3566700888241543,
42,iUMNK88_1353,303.429_PID,0.35677817936507406,-14.424806924610401,13.221446257084612,1.000000869721158,0.3567784438176447,
43,iNRG857_1313,303.429_PID,0.3031641142048686,-13.859616187726964,11.2567428743096,1.0000009416047881,0.3031643538206861,
44,iEKO11_1354,303.429_PID,0.3031641142048712,-13.85961618772704,11.256742874309701,1.0000009416047886,0.30316435382068885,
45,iECP_1309,303.429_PID,0.3137046255268664,-13.963776368480632,11.643003304779551,1.0000009476587859,0.3137048769668466,
46,iECs_1301,303.429_PID,0.3031641142048688,-13.859616187726967,11.256742874309603,1.000000941604788,0.3031643538206863,
47,iEC1349_Crooks,303.429_PID,0.3270563041153752,-14.025257595307014,12.132272617668505,1.000000350098158,0.327056372772248,
48,iYL1228,303.429_PID,0.3564212071042446,-13.825620272285008,13.208348249556071,0.9999994665208539,0.35642101696096334,
49,iML1515,303.429_PID,0.5082376020646738,-17.199309044238053,18.77169992447115,0.9999995685090038,0.5082373369198236,
50,iUTI89_1310,303.429_PID,0.3567781793650727,-14.424806924610401,13.22144625708462,1.0000008697211618,0.3567784438176447,
51,iECO103_1326,303.429_PID,0.30316411420486933,-13.859616187727013,11.25674287430965,1.0000009416047904,0.3031643538206875,
52,iECO26_1355,303.429_PID,0.3031641142048681,-13.85961618772701,11.256742874309632,1.0000009416047926,0.30316435382068696,
53,iUMN146_1321,303.429_PID,0.3137046255268669,-13.963776368480682,11.643003304779597,1.0000009476587883,0.3137048769668479,
54,iSDY_1059,303.429_PID,0.40616740952194996,-15.327053779879183,15.031311466389493,0.9999996219224208,0.4061672101142555,
55,iECW_1372,303.429_PID,0.30316411420486783,-13.859616187726987,11.256742874309607,1.0000009416047912,0.30316435382068635,
56,iEcDH1_1363,303.429_PID,0.30316411420486933,-13.859616187726965,11.256742874309612,1.0000009416047868,0.30316435382068657,
57,iECS88_1305,303.429_PID,0.31370462552686706,-13.963776368480655,11.643003304779585,1.0000009476587868,0.31370487696684746,
58,iEC1356_Bl21DE3,303.429_PID,0.003809100001469214,-10.522369011876759,0.2867837255860038,0.9999990431335195,0.0038090505117920593,
0,iEcSMS35_1347,76869.5_PID,0.30316411420486916,-13.859616187726962,11.256742874309609,1.0000009416047873,0.3031643538206864,
1,iEcolC_1368,76869.5_PID,0.3031641142048685,-13.859616187726932,11.256742874309577,1.0000009416047864,0.3031643538206856,
2,iZ_1308,76869.5_PID,0.30316411420486994,-13.859616187727028,11.256742874309671,1.0000009416047901,0.3031643538206881,
3,iECED1_1282,76869.5_PID,0.3031761454233535,-13.859763039707884,11.256702080162347,1.0000009414707955,0.30316324060374905,
4,iEC1364_W,76869.5_PID,0.3286312822881081,-14.054115208621326,12.189988021333349,1.0000003389765666,0.3286313478414756,
5,iJO1366,76869.5_PID,0.35666732628620734,-14.42277574956287,13.2173839638202,1.0000008660847266,0.3566675893453707,
6,iLF82_1304,76869.5_PID,0.3031641142048692,-13.859616187726974,11.25674287430962,1.0000009416047877,0.3031643538206867,
7,e_coli_core,76869.5_PID,0.25220585072648377,-13.722779397467956,9.389361411099959,1.0000007781546276,0.2522060469816336,
8,iJR904,76869.5_PID,0.3735303941375711,-14.908910670413054,13.835331329165502,1.0000003761405665,0.37353053463750513,
9,iWFL_1372,76869.5_PID,0.3031641142048692,-13.859616187726953,11.256742874309603,1.0000009416047861,0.30316435382068624,
10,iEcHS_1320,76869.5_PID,0.3567781793650727,-14.424806924610458,13.221446257084676,1.0000008697211662,0.3567784438176463,
11,iECIAI39_1322,76869.5_PID,0.31369438425307455,-13.96124726855141,11.642628051163,1.0000009512335104,0.31369463680472043,
12,iECO111_1330,76869.5_PID,0.30316411420486705,-13.859616187726951,11.256742874309573,1.0000009416047908,0.30316435382068546,
13,iB21_1397,76869.5_PID,0.011880864601541443,-13.32342983367297,0.582575760440521,0.9999995887927434,0.011880813871141654,
14,iEC1372_W3110,76869.5_PID,0.3566698275205054,-14.422598581800022,13.217475625223914,1.0000008663059257,0.35667009066073,
15,iECIAI1_1343,76869.5_PID,0.35795203051200564,-14.446314770202255,13.264462193533713,1.0000008540273488,0.3579522903678694,
16,iAPECO1_1312,76869.5_PID,0.3137046255268666,-13.963776368480698,11.64300330477961,1.00000094765879,0.3137048769668483,
17,iECABU_c1320,76869.5_PID,0.3031641142048696,-13.85961618772697,11.256742874309621,1.0000009416047864,0.3031643538206867,
18,iBWG_1329,76869.5_PID,0.3031641142048692,-13.859616187726974,11.256742874309621,1.0000009416047877,0.3031643538206867,
19,iE2348C_1286,76869.5_PID,0.303164114204868,-13.859616187726958,11.256742874309586,1.0000009416047888,0.3031643538206858,
20,iAF1260,76869.5_PID,0.46158659245724437,-16.23117304782746,17.062163908979826,0.9999996225159756,0.46158641821567986,
21,iEC042_1314,76869.5_PID,0.3031641142048693,-13.85961618772696,11.25674287430961,1.0000009416047868,0.3031643538206864,
22,iYS1720,76869.5_PID,0.40026757256736606,-14.438090783485658,14.815123450617321,1.0000003994262834,0.40026773244475494,
23,iECOK1_1307,76869.5_PID,0.3137046255268661,-13.963776368480644,11.643003304779562,1.0000009476587874,0.3137048769668469,
24,STM_v1_0,76869.5_PID,0.4297528543295756,-15.08690676822708,15.895607735567562,0.999999600852427,0.4297526827947668,
25,iETEC_1333,76869.5_PID,0.3031641142048661,-13.859616187726958,11.25674287430956,1.0000009416047926,0.30316435382068513,
26,iEC55989_1330,76869.5_PID,0.3031641142048685,-13.859616187726958,11.256742874309595,1.000000941604788,0.30316435382068607,
27,iEC1368_DH5a,76869.5_PID,0.356669827520504,-14.422598581800061,13.217475625223964,1.0000008663059334,0.35667009066073146,
28,iECB_1328,76869.5_PID,0.30316411420486905,-13.859616187726978,11.25674287430962,1.0000009416047884,0.3031643538206867,
29,iECD_1391,76869.5_PID,0.011880864601541452,-13.323429833673012,0.5825757604405232,0.9999995887927474,0.011880813871141711,
30,iG2583_1286,76869.5_PID,0.2629896689179249,-13.123513007046292,9.78453723616904,1.0000008976733092,0.2629898591517693,
31,iY75_1357,76869.5_PID,0.3031641142048701,-13.859616187726992,11.256742874309644,1.000000941604787,0.3031643538206874,
32,iECNA114_1301,76869.5_PID,0.30316411420487094,-13.85961618772698,11.256742874309646,1.0000009416047846,0.3031643538206874,
33,iECBD_1354,76869.5_PID,0.011880863987891854,-10.619065021108396,0.5825756714419859,0.9999994360254907,0.011880811442492367,
34,iAF1260b,76869.5_PID,0.4615865924572435,-16.231173047827458,17.06216390897983,0.9999996225159777,0.4615864182156799,
35,iEcE24377_1341,76869.5_PID,0.30316411420486805,-13.85961618772696,11.25674287430959,1.000000941604789,0.30316435382068596,
36,iECSE_1348,76869.5_PID,0.3031641142048689,-13.859616187726983,11.256742874309621,1.0000009416047888,0.3031643538206867,
37,iECSP_1301,76869.5_PID,0.3031641142048696,-13.859616187726997,11.25674287430964,1.0000009416047886,0.3031643538206873,
38,iECH74115_1262,76869.5_PID,0.262989668917925,-13.123513007046302,9.784537236169053,1.0000008976733101,0.2629898591517697,
39,iECSF_1327,76869.5_PID,0.3031641142048664,-13.859616187726964,11.256742874309571,1.0000009416047926,0.30316435382068535,
40,iECDH1ME8569_1439,76869.5_PID,0.3567781793650742,-14.42480692461041,13.22144625708462,1.0000008697211575,0.35677844381764473,
41,iEC1344_C,76869.5_PID,0.3566698275886219,-14.42259850642143,13.217475557922082,1.0000008609657136,0.3566700888241544,
42,iUMNK88_1353,76869.5_PID,0.35677817936507394,-14.424806924610401,13.221446257084612,1.000000869721158,0.3567784438176445,
43,iNRG857_1313,76869.5_PID,0.30316411420486855,-13.859616187726964,11.2567428743096,1.0000009416047881,0.3031643538206861,
44,iEKO11_1354,76869.5_PID,0.30316411420487116,-13.85961618772704,11.256742874309701,1.0000009416047886,0.3031643538206889,
45,iECP_1309,76869.5_PID,0.31370462552686634,-13.963776368480632,11.643003304779551,1.0000009476587859,0.31370487696684674,
46,iECs_1301,76869.5_PID,0.30316411420486866,-13.859616187726967,11.256742874309603,1.000000941604788,0.30316435382068624,
47,iEC1349_Crooks,76869.5_PID,0.3270563041153751,-14.025257595307014,12.132272617668505,1.000000350098158,0.32705637277224797,
48,iYL1228,76869.5_PID,0.35642120710424474,-13.825620272285008,13.208348249556071,0.9999994665208539,0.3564210169609635,
49,iML1515,76869.5_PID,0.5082376020646737,-17.199309044238053,18.77169992447115,0.9999995685090038,0.5082373369198236,
50,iUTI89_1310,76869.5_PID,0.35677817936507267,-14.424806924610401,13.22144625708462,1.0000008697211618,0.35677844381764473,
51,iECO103_1326,76869.5_PID,0.3031641142048693,-13.859616187727013,11.25674287430965,1.0000009416047904,0.3031643538206875,
52,iECO26_1355,76869.5_PID,0.30316411420486805,-13.85961618772701,11.256742874309632,1.0000009416047926,0.303164353820687,
53,iUMN146_1321,76869.5_PID,0.31370462552686684,-13.963776368480682,11.643003304779597,1.0000009476587883,0.3137048769668479,
54,iSDY_1059,76869.5_PID,0.4061674095219498,-15.327053779879183,15.031311466389493,0.9999996219224208,0.40616721011425544,
55,iECW_1372,76869.5_PID,0.30316411420486783,-13.859616187726987,11.256742874309607,1.0000009416047912,0.30316435382068635,
56,iEcDH1_1363,76869.5_PID,0.30316411420486933,-13.859616187726965,11.256742874309612,1.0000009416047868,0.3031643538206865,
57,iECS88_1305,76869.5_PID,0.3137046255268669,-13.963776368480655,11.643003304779585,1.0000009476587868,0.3137048769668475,
58,iEC1356_Bl21DE3,76869.5_PID,0.0038091000014692125,-10.522369011876759,0.2867837255860038,0.9999990431335195,0.003809050511792059,
0,iEcSMS35_1347,303.492_PID,0.30326550498821564,-13.859616187726962,11.256742874309609,1.0000009416047873,0.3032657446841687,
1,iEcolC_1368,303.492_PID,0.303265504988215,-13.859616187726932,11.256742874309577,1.0000009416047864,0.3032657446841678,
2,iZ_1308,303.492_PID,0.3032655049882164,-13.859616187727028,11.256742874309671,1.0000009416047901,0.30326574468417034,
3,iECED1_1282,303.492_PID,0.3032775402304436,-13.859763039707884,11.256702080162347,1.0000009414707955,0.30326463109492485,
4,iEC1364_W,303.492_PID,0.32874119035961835,-14.054115208621326,12.189988021333349,1.0000003389765666,0.32874125593490766,
5,iJO1366,303.492_PID,0.3567866107856315,-14.42277574956287,13.2173839638202,1.0000008660847266,0.3567868739327706,
6,iLF82_1304,303.492_PID,0.30326550498821575,-13.859616187726974,11.25674287430962,1.0000009416047877,0.3032657446841689,
7,e_coli_core,303.492_PID,0.2522901989312056,-13.722779397467956,9.389361411099959,1.0000007781546276,0.2522903952519914,
8,iJR904,303.492_PID,0.3736553183534993,-14.908910670413054,13.835331329165502,1.0000003761405665,0.3736554589004224,
9,iWFL_1372,303.492_PID,0.3032655049882158,-13.859616187726953,11.256742874309603,1.0000009416047861,0.3032657446841685,
10,iEcHS_1320,303.492_PID,0.3568975009384115,-14.424806924610458,13.221446257084676,1.0000008697211662,0.35689776547942687,
11,iECIAI39_1322,303.492_PID,0.3137992967999776,-13.96124726855141,11.642628051163,1.0000009512335104,0.31379954943608546,
12,iECO111_1330,303.492_PID,0.3032655049882136,-13.859616187726951,11.256742874309573,1.0000009416047908,0.30326574468416767,
13,iB21_1397,303.492_PID,0.011884838060510836,-13.32342983367297,0.582575760440521,0.9999995887927434,0.011884787313144598,
14,iEC1372_W3110,303.492_PID,0.3567891128564472,-14.422598581800022,13.217475625223914,1.0000008663059257,0.35678937608467465,
15,iECIAI1_1343,303.492_PID,0.3580717446703561,-14.446314770202255,13.264462193533713,1.0000008540273488,0.3580720046131244,
16,iAPECO1_1312,303.492_PID,0.3138095414988807,-13.963776368480698,11.64300330477961,1.00000094765879,0.3138097930229525,
17,iECABU_c1320,303.492_PID,0.30326550498821625,-13.85961618772697,11.256742874309621,1.0000009416047864,0.30326574468416895,
18,iBWG_1329,303.492_PID,0.30326550498821586,-13.859616187726974,11.256742874309621,1.0000009416047877,0.30326574468416895,
19,iE2348C_1286,303.492_PID,0.30326550498821453,-13.859616187726958,11.256742874309586,1.0000009416047888,0.30326574468416806,
20,iAF1260,303.492_PID,0.4617409663557296,-16.23117304782746,17.062163908979826,0.9999996225159756,0.4617407920558914,
21,iEC042_1314,303.492_PID,0.3032655049882158,-13.85961618772696,11.25674287430961,1.0000009416047868,0.3032657446841687,
22,iYS1720,303.492_PID,0.40040143881613544,-14.438090783485658,14.815123450617321,1.0000003994262834,0.400401598746994,
23,iECOK1_1307,303.492_PID,0.3138095414988802,-13.963776368480644,11.643003304779562,1.0000009476587874,0.3138097930229512,
24,STM_v1_0,303.492_PID,0.4298965816920946,-15.08690676822708,15.895607735567562,0.999999600852427,0.42989641009991736,
25,iETEC_1333,303.492_PID,0.3032655049882127,-13.859616187726958,11.25674287430956,1.0000009416047926,0.30326574468416734,
26,iEC55989_1330,303.492_PID,0.30326550498821503,-13.859616187726958,11.256742874309595,1.000000941604788,0.3032657446841682,
27,iEC1368_DH5a,303.492_PID,0.3567891128564457,-14.422598581800061,13.217475625223964,1.0000008663059334,0.35678937608467604,
28,iECB_1328,303.492_PID,0.30326550498821553,-13.859616187726978,11.25674287430962,1.0000009416047884,0.3032657446841689,
29,iECD_1391,303.492_PID,0.011884838060510848,-13.323429833673012,0.5825757604405232,0.9999995887927474,0.01188478731314466,
30,iG2583_1286,303.492_PID,0.26307762368332843,-13.123513007046292,9.78453723616904,1.0000008976733092,0.2630778139807934,
31,iY75_1357,303.492_PID,0.30326550498821664,-13.859616187726992,11.256742874309644,1.000000941604787,0.30326574468416956,
32,iECNA114_1301,303.492_PID,0.3032655049882175,-13.85961618772698,11.256742874309646,1.0000009416047846,0.3032657446841696,
33,iECBD_1354,303.492_PID,0.011884837446656011,-10.619065021108396,0.5825756714419859,0.9999994360254907,0.01188478488368307,
34,iAF1260b,303.492_PID,0.4617409663557288,-16.231173047827458,17.06216390897983,0.9999996225159777,0.4617407920558916,
35,iEcE24377_1341,303.492_PID,0.30326550498821453,-13.85961618772696,11.25674287430959,1.000000941604789,0.3032657446841681,
36,iECSE_1348,303.492_PID,0.30326550498821553,-13.859616187726983,11.256742874309621,1.0000009416047888,0.30326574468416895,
37,iECSP_1301,303.492_PID,0.3032655049882161,-13.859616187726997,11.25674287430964,1.0000009416047886,0.30326574468416956,
38,iECH74115_1262,303.492_PID,0.2630776236833285,-13.123513007046302,9.784537236169053,1.0000008976733101,0.2630778139807937,
39,iECSF_1327,303.492_PID,0.30326550498821303,-13.859616187726964,11.256742874309571,1.0000009416047926,0.30326574468416767,
40,iECDH1ME8569_1439,303.492_PID,0.35689750093841294,-14.42480692461041,13.22144625708462,1.0000008697211575,0.35689776547942537,
41,iEC1344_C,303.492_PID,0.35678911292458637,-14.42259850642143,13.217475557922082,1.0000008609657136,0.35678937424748475,
42,iUMNK88_1353,303.492_PID,0.35689750093841266,-14.424806924610401,13.221446257084612,1.000000869721158,0.35689776547942514,
43,iNRG857_1313,303.492_PID,0.3032655049882151,-13.859616187726964,11.2567428743096,1.0000009416047881,0.30326574468416845,
44,iEKO11_1354,303.492_PID,0.30326550498821775,-13.85961618772704,11.256742874309701,1.0000009416047886,0.30326574468417117,
45,iECP_1309,303.492_PID,0.31380954149888046,-13.963776368480632,11.643003304779551,1.0000009476587859,0.313809793022951,
